"Date" "ANTO" "ARM" "BARC" "BATS" "BG" "BLT" "BP" "BSY" "BTa" "CNA" "CRDA" "DGE" "GSK" "HSBA" "ITV" "LGEN" "LLOY" "MKS" "MRW" "NG" "OML" "PRU" "RBS" "RDSB" "RIO" "RR" "RSA" "TSCO" "ULVR" "VOD"
"2012-10-26" 1245.91 652.81 227.44 3013.25 1303.68 1886.48 407.2 693.15 210.27 310.48 2213.5 1728.25 1341.36 589.04 83.51 127.92 40.47 379.31 263.67 651.26 164.31 814.19 277.7 2051.2 3005.08 6.99 106.53 308.85 2226.81 160.29
"2012-10-29" 1226.27 661.75 226.03 3005.56 1295.31 1880.29 400.97 691.22 207.17 309.52 2199.83 1739 1342.31 589.52 83.12 126.58 40.46 379.99 261.73 657.29 161.75 811.76 276.2 2054.97 2975.61 7.03 105.48 308.46 2236.49 160.15
"2012-10-30" 1242.96 671.7 233.61 2992.58 1309.1 1913.61 417.81 687.84 208.82 310.67 2210.57 1739 1350.87 590.2 83.22 127.35 41.1 380.08 261.44 652.18 163.08 824.89 280.8 2078.55 3036 7.04 106.53 310.16 2250.03 161.56
"2012-10-31" 1234.13 661.26 222.55 2951.24 1129.89 1890.29 418.24 684.46 205.81 310.48 2148.11 1730.21 1319 587.49 84.78 128.02 40.58 378.83 260.27 655.9 163.17 825.38 276 2066.29 2999.28 6.99 106.53 311.18 2235.52 158.92
"2012-11-01" 1278.31 690.09 234.05 2956.04 1085.09 1912.66 419.37 732.73 219.86 313.07 2119.8 1763.42 1319.95 603.13 86.5 133.75 43.94 380.76 259.88 660.08 164.22 829.76 287.2 2114.4 3058.22 7.18 107.76 312.2 2250.03 160.57
"2012-11-02" 1291.07 692.08 235.91 2978.16 1074.75 1925.03 420.03 731.76 220.34 311.92 2112 1763.42 1295.22 604.19 87.67 134.23 43.42 376.52 256.29 656.83 164.03 835.11 281.3 2119.11 3105.07 7.21 107 315.95 2265.51 158.87
"2012-11-05" 1275.36 691.09 232.34 3007.48 1071.8 1896 416.26 725.49 219.18 312.4 2122.73 1750.23 1316.62 596.37 85.57 134.04 42.85 373.16 258.14 654.97 162.79 832.67 276.5 2108.27 3038.41 7.15 106.43 317.6 2258.74 158.16
"2012-11-06" 1279.29 705.51 237.28 3029.6 1080.17 1903.14 419.09 724.04 222.57 312.2 2166.65 1765.87 1331.37 599.94 87.33 137.76 44.9 383.55 259.69 658.22 165.07 844.83 280.2 2112.98 3077.06 7.19 106.91 317.94 2276.15 159.63
"2012-11-07" 1249.84 701.03 231.68 3013.73 1038.32 1862.68 413.63 721.63 216.76 308.28 2128.59 1750.23 1312.82 586.53 85.42 135.85 44.48 369.89 259.88 652.18 160.14 827.32 272.6 2088.46 3009.91 7.07 107.28 313.57 2249.58 158.4
"2012-11-08" 1241.98 705.51 232.41 3051.71 1027.98 1859.34 411.1 723.56 217.53 308.08 2156.89 1747.79 1303.78 581.8 84.05 136.33 44 368.93 256 649.86 159.95 829.76 274.4 2077.14 2979.96 7.05 106.62 313.47 2256.41 158.3
"2012-11-09" 1234.13 708.49 226.08 3075.75 1040.78 1856.96 410.1 726.94 217.24 306.84 2216.42 1761.47 1302.35 579.87 84.05 135.28 43.61 367.67 256.97 639.65 159.47 823.43 270.1 2079.5 2993.97 7.18 106.81 316 2257.39 158.3
"2012-11-12" 1234.13 711.47 230.79 3084.88 1024.53 1856.96 408.28 727.42 217.82 306.17 2201.79 1758.54 1292.36 582.67 85.03 135.18 45.13 369.98 256.97 637.79 159.76 825.87 274.5 2080.91 2976.58 7.13 106.91 315.95 2263.24 157.36
"2012-11-13" 1226.27 715.95 233.1 3095.94 1026.99 1859.82 409.71 736.59 220.73 297.74 2226.18 1777.1 1290.46 587.3 92.67 136.42 46.52 370.56 255.61 642.44 160.99 841.92 277.6 2100.25 2984.79 7.17 106.53 312.3 2283.73 153.49
"2012-11-14" 1220.38 718.93 233.45 3051.71 998.93 1820.79 406.8 727.42 217.92 304.92 2222.28 1769.77 1278.41 581.9 92.77 136.14 46.36 369.97 252.31 644.29 160.9 847.27 277.7 2066.22 2922.48 7.13 106.15 312.64 2278.85 151.98
"2012-11-15" 1206.64 711.47 235.02 3019.98 1001.89 1806.98 406.47 720.18 218.11 303.2 2223.26 1758.54 1277.93 580.26 91.2 135.09 45.7 362.35 251.53 641.51 158.05 828.78 282.2 2045.69 2898.33 6.97 105.86 307.73 2254.46 150.32
"2012-11-16" 1177.18 707 230.06 3008.44 985.15 1783.18 398.06 719.21 212.11 300.33 2236.92 1752.19 1270.21 574.95 90.12 133.37 43.97 358.24 248.91 638.72 157.58 816.62 277.4 2003.2 2835.05 6.91 103.96 306.46 2233.98 149.05
"2012-11-19" 1203.69 742.8 245.33 3091.61 1004.35 1848.87 412.39 727.42 216.85 304.25 2249.61 1790.29 1289.01 596.66 92.08 136.81 45.15 364.3 250.17 648.94 162.22 846.78 287.3 2039.01 2922.48 7.1 106.43 309.38 2276.9 151.6
"2012-11-20" 1231.18 722.41 242.14 3076.71 1015.18 1844.11 413.01 723.56 216.76 303.77 2271.08 1805.92 1286.6 592.99 92.77 136.33 45.28 366.94 249 647.08 161.37 864.78 288.6 2035.66 2925.38 7.15 105.48 308.65 2290.56 153.3
"2012-11-21" 1222.35 732.85 244.45 3079.59 1043.73 1837.45 413.73 728.38 216.95 307.03 2252.54 1803.48 1286.6 596.37 92.57 136.14 45.74 367.63 249.68 653.58 160.71 856.02 288.8 2045.21 2895.43 7.12 105.2 307.44 2281.78 153.41
"2012-11-22" 1224.31 734.34 247.54 3092.09 1056.53 1847.92 414.3 739.49 217.92 308.66 2247.66 1832.79 1289.01 600.23 94.04 136.23 45.95 369.58 255.9 656.36 161.09 858.45 292.7 2049.51 2907.99 7.14 107.66 308.75 2300.31 152.59
"2012-11-23" 1238.05 738.32 249.7 3099.78 1059.98 1852.2 416.12 750.59 219.57 308.66 2275.96 1834.25 1298.66 603.99 94.78 136.71 46.4 372.22 254.25 660.08 162.32 864.78 294 2057.15 2904.61 7.16 108.8 309.38 2316.9 152.98
"2012-11-26" 1223.33 736.33 236.24 3126.71 1055.06 1853.16 412.15 750.11 219.76 306.74 2276.93 1830.35 1282.27 598.3 94.82 136.14 45.1 367.82 253.38 662.86 159.85 858.45 285.1 2057.63 2892.53 7.15 108.99 308.9 2325.68 151.97
"2012-11-27" 1215.47 753.73 239.34 3150.26 1043.73 1850.3 412.05 747.21 219.18 307.99 2279.86 1837.18 1286.6 599.17 94.58 136.71 46.42 370.27 253.47 661.47 161.56 858.45 295.1 2043.78 2877.55 7.19 109.66 312.5 2337.38 151.25
"2012-11-28" 1216.46 768.15 237.87 3152.18 1040.78 1841.25 410.29 752.04 219.57 309.04 2286.69 1835.23 1289.01 601 95.71 137.19 45.94 378.38 255.42 661.93 161.37 863.8 294.6 2050.46 2840.84 7.19 110.23 314.1 2348.11 152.55
"2012-11-29" 1268.49 758.21 240.27 3156.51 1061.46 1876 411.86 744.8 226.15 314.31 2294.5 1829.37 1302.51 609.5 97.57 139.58 46.64 380.92 259.3 669.04 162.32 876.93 299 2059.53 2985.28 7.26 111.27 316.24 2361.77 154.52
"2012-11-30" 1264.56 769.64 241.65 3147.86 1053.58 1867.91 412.39 732.73 226.15 312.2 2323.78 1814.23 1286.6 615.38 96.88 139.2 46.49 381.9 261.15 668.09 162.51 880.34 295.2 2057.15 2988.66 7.29 111.46 316.29 2344.21 155.34
"2012-12-03" 1263.58 766.16 240.08 3158.43 1054.07 1871.24 411 745.28 225.09 314.69 2306.21 1817.16 1296.73 613.64 98.35 139.2 45.74 381.02 258.62 664.3 162.89 873.04 292.6 2057.15 3014.26 7.41 113.17 313.71 2337.38 155.1
"2012-12-04" 1255.73 757.71 239.49 3191.12 1061.46 1857.92 405.41 743.35 224.8 318.72 2283.77 1815.2 1305.4 613.93 99.13 139.39 45.97 381.8 256.78 665.25 162.79 876.45 295.7 2051.42 3024.4 7.47 114.49 317.8 2349.09 153.8
"2012-12-05" 1272.42 747.77 242.04 3151.7 1059 1902.19 406.56 748.17 227.02 318.81 2286.69 1816.67 1302.51 621.56 101.09 139.67 46.28 383.17 259.4 668.09 162.7 874.5 297.2 2055.72 3116.67 7.48 114.97 328.31 2349.09 153.61
"2012-12-06" 1312.67 750.75 246.07 3126.71 1051.61 1916.94 408.57 739.97 228.86 317.66 2271.08 1811.3 1297.21 621.27 100.9 139.39 46.5 388.94 262.6 668.09 164.69 883.26 300.3 2060.97 3127.29 7.24 115.44 330.4 2334.46 155.63
"2012-12-07" 1322.49 749.76 247.1 3137.76 1051.61 1921.7 407.09 735.14 227.7 322.84 2290.6 1835.23 1300.58 621.08 99.72 140.44 46.74 384.84 261.44 669.99 165.54 883.26 299 2065.74 3145.65 7.34 115.54 327.62 2356.89 156.02
"2012-12-10" 1333.29 754.73 245.13 3143.53 1059 1925.03 407.13 737.07 228.48 321.21 2311.09 1843.05 1318.42 618.76 99.43 139.86 46.72 383.47 260.37 669.51 165.54 886.66 297.8 2075.29 3166.42 7.3 115.63 326.85 2350.06 155.73
"2012-12-11" 1327.4 759.7 244.55 3118.53 1048.66 1955.98 408.47 738.04 229.25 323.12 2311.09 1812.76 1322.76 622.23 99.62 140.06 46.47 384.35 262.31 673.78 165.54 882.28 297.7 2081.5 3196.85 7.13 116.01 330.4 2353.97 155.49
"2012-12-12" 1328.38 754.73 248.13 3122.86 1048.66 1968.83 410.91 743.35 227.51 323.32 2318.9 1802.99 1327.1 621.27 100.21 140.82 46.76 385.03 259.2 679.46 166.59 879.85 301.4 2105.37 3198.79 7.17 117.62 331.27 2369.58 155.73
"2012-12-13" 1319.54 746.77 249.6 3116.61 1030.93 1972.64 409.67 734.66 229.93 322.45 2287.67 1793.71 1316.49 620.88 100.51 140.06 46.67 383.56 258.52 679.94 165.92 874.02 300.2 2101.07 3225.35 7.1 118.1 330.2 2359.82 156.64
"2012-12-14" 1330.34 738.82 251.08 3119.98 1025.52 1994.53 407.47 737.56 230.12 321.59 2304.26 1792.24 1315.05 619.15 99.62 138.72 46.72 385.13 257.07 670.94 165.92 856.99 302.3 2098.68 3275.11 7.12 118.19 332.63 2368.6 155.15
"2012-12-17" 1334.27 740.81 252.35 3070.94 1016.16 2022.62 407.99 739.49 229.25 320.63 2289.62 1793.71 1316.49 619.05 99.23 137.76 46.83 382.98 258.43 666.2 165.73 856.02 301.7 2101.55 3352.4 7.03 118.29 332.44 2361.77 152.5
"2012-12-18" 1347.04 752.74 256.53 3053.63 1015.18 2047.37 409.38 735.62 230.9 325.23 2283.77 1787.36 1312.15 617.79 100.51 137.95 47.14 386.69 257.55 669.99 166.11 853.1 305.1 2105.37 3447.08 7.2 118.57 332.29 2364.7 150.62
"2012-12-19" 1341.14 770.64 261.83 2975.75 1007.3 2042.61 412.1 745.28 233.51 326.09 2324.76 1796.15 1305.89 630.15 101.68 139.58 49.2 389.92 257.75 673.78 170.29 865.75 315.4 2100.59 3387.66 7.23 120.28 331.03 2365.67 151
"2012-12-20" 1324.45 778.1 262.08 2990.18 993.02 2045.94 410.96 753 234.77 325.71 2339.4 1805.92 1304.44 627.25 104.82 141.3 49.25 387.48 257.07 665.25 170.29 871.1 317.7 2100.59 3376.55 7.23 120.85 329.42 2360.8 150.18
"2012-12-21" 1325.44 771.63 258.35 3020.94 993.02 2034.04 411.58 747.69 232.25 323.12 2319.88 1765.87 1302.03 626.96 104.42 140.25 48.33 383.27 256.19 667.62 169.06 848.24 315.2 2096.77 3371.72 7.22 120.85 330.59 2343.24 149.99
"2012-12-24" 1310.71 766.16 258.45 2981.52 999.42 2035.95 411.53 748.66 232.65 325.52 2319.88 1785.41 1304.44 631.98 105.01 141.3 48.1 381.9 256 672.83 170.38 851.16 317 2104.41 3390.07 7.24 121.32 329.33 2360.8 150.67
"2012-12-27" 1326.42 764.17 260.51 3002.68 992.04 2053.08 409.38 753.48 233.04 324.75 2308.17 1767.82 1300.58 629.18 104.72 140.72 49.1 379.85 253.76 668.09 169.53 853.1 325 2107.28 3421.47 7.26 120.94 326.89 2336.41 150.43
"2012-12-28" 1315.62 765.67 257.12 2988.73 992.53 2041.66 406.13 742.38 229.51 323.22 2312.07 1760 1297.69 628.51 103.84 139.2 48.69 377.11 255.22 668.09 169.15 841.43 324.7 2097.25 3415.68 7.23 119.81 328.31 2322.75 149.8
"2012-12-31" 1299.91 763.68 257.76 3000.75 996.96 2027.38 405.89 740.45 226.66 319.58 2318.9 1745.84 1287.09 624.26 103.05 139.1 47.92 373.79 255.51 666.2 169.06 841.92 324.5 2076.72 3392.49 7.15 119.24 326.89 2308.12 148.88
